UUID,CONSUMIBLES,CONSUMO,CONSUMO ,CONSUMO  DE ALIMENTOS,CONSUMO ***,CONSUMO ALIMENTOS,"CONSUMO ALIMENTOS Y BEBIDAS STARBUCKS APTO DE MTY, CHK 1896, 11-07-2014",CONSUMO BEBIDAS,CONSUMO CAFETERIA,CONSUMO DE ALIMENTO,CONSUMO DE ALIMENTOS
00E925DA-0225-405D-92AF-6D6E495465B7,0,0,0,0,0,0,0,0,0,0,0
00a41a49-79ca-4cc8-8308-f308cf0171b8,0,0,0,0,0,0,0,0,0,0,1
010B0679-AD80-4063-95F3-943332DB3A3A,0,0,0,0,0,0,0,0,0,0,0
013D3147-5D61-4EAD-833E-F13EDC23BB23,0,0,0,0,0,0,0,0,0,0,0
014F56B0-8547-40BF-94B1-D163FA177262,0,1,0,0,0,0,0,0,0,0,0
016A7EDA-1B90-4D80-BC15-A389A8C692AD,0,0,0,0,0,0,0,0,0,0,0
019c0df1-db4e-437e-acb8-0bba27dbf322,0,0,0,0,0,0,0,0,0,0,0
01BF4E32-23AE-4CAB-B2D7-AA46AE897262,0,1,0,0,0,0,0,0,0,0,0
01C8FE0E-3B27-43AC-B98C-9A7FEF366BC3,0,0,0,0,0,0,0,0,0,0,0
01a9fc1e-43d7-4b4c-8121-e617f6982577,0,1,0,0,0,0,0,0,0,0,0
0219D17D-B83E-4080-A360-A13ECC37B196,0,0,0,0,0,0,0,0,0,0,0
021E6564-5BC9-447F-AFE3-22D76C962A0B,0,0,0,0,0,0,0,0,0,0,1
02280A9A-A5CD-4551-8580-3A8091757B31,0,0,0,0,0,0,0,0,0,0,0
0274adbd-ed95-47f5-bc0a-b51a569ba9bb,0,0,0,0,0,0,0,0,0,0,0
0276F262-5533-42B5-B23E-3CA1DAE2B577,0,1,0,0,0,0,0,0,0,0,0
0279A3F3-5952-4F9D-AF23-46DA78F77BB2,0,0,0,0,0,0,0,0,0,0,0
0279fd77-cdc3-41ca-a2bc-ef10dc70b3b0,0,0,0,0,0,0,0,0,0,0,1
027D3F52-9410-4156-866C-A31DAF9C38BA,0,0,0,0,0,0,0,0,0,0,1
0294D7D5-FA2E-4EFE-BAB4-618EBB123505,0,0,0,0,0,0,0,0,0,0,0
029bf9c4-c1f9-469a-b2aa-918e517926a3,0,1,0,0,0,0,0,0,0,0,0
02A7892C-8650-4F5E-9B80-8FA3CCEB8C92,0,0,0,0,0,0,0,0,0,0,0
02A92F30-C4CD-41AC-AF79-5196592F5474,0,0,0,0,0,0,0,0,0,0,0
02B57E91-6FD5-4341-9F6E-36A4E5FB1971,0,0,0,0,0,0,0,0,0,0,0
02C9F1B8-9E76-4C4F-B9D0-5FB085104C80,0,0,0,0,0,0,0,0,0,0,0
02CF36A1-8376-458A-A934-0149745A588E,0,0,0,0,0,0,0,0,0,0,1
02D1FF32-916D-4E42-8FD5-CEE323E1D406,0,0,0,0,0,0,0,0,0,0,0
02D7ED06-A941-4230-8AAE-1FF6EA4F32BB,0,1,0,0,0,0,0,0,0,0,0
02E145DC-7D92-4841-8EA0-D3C2F28B3B79,0,1,0,0,0,0,0,0,0,0,0
02dac940-a96f-4128-b0e4-1a00aa002b89,0,0,0,0,0,0,0,0,0,0,0
02f50ace-2e4d-4b5b-98a7-590ce676bc65,0,0,0,0,0,0,0,0,0,0,0
03160A12-6629-52A7-A409-00A62B574376,0,0,0,0,0,0,0,0,0,0,0
03178265-FCB2-9945-8507-5F9B4BED5F36,0,0,0,0,0,0,0,0,0,0,0
031D42BF-7749-4307-A18C-6E2D0391BAEC,0,0,0,0,0,0,0,0,0,0,0
032A24B9-BE2A-4245-AF5E-8E95A6A7899E,0,0,0,0,0,0,0,0,0,0,0
0331A3DE-BBE7-40E2-9F64-FFF8A1E0983D,0,1,0,0,0,0,0,0,0,0,0
034D82D7-7FAB-4391-90F5-F3C9147F56FC,0,1,0,0,0,0,0,0,0,0,0
03734A8C-11E8-41DC-8264-74CB24C66F5C,0,1,0,0,0,0,0,0,0,0,0
037B9810-4DED-489C-8C56-213C48A7B410,0,0,0,0,0,0,0,0,0,0,1
03922298-576A-425B-BE39-D827B86A0B9E,0,0,0,0,0,0,0,0,0,0,0
03AD69B3-B08C-45F7-AFA8-8C9FD426D954,0,1,0,0,0,0,0,0,0,0,0
03C00565-3C3F-45E2-9D63-79620DB2ABF5,0,0,0,0,0,0,0,0,0,0,0
03DEDB0F-6A81-4383-883C-340B7541F164,0,1,0,0,0,0,0,0,0,0,0
03E2D4C4-BDA4-434D-A175-3ED1DB2BC1E8,0,0,0,0,0,0,0,0,0,0,0
03EA77A3-7C12-4112-B410-BDC521D8F833,0,0,0,0,0,0,0,0,0,0,0
03F610AA-67B6-4A52-A453-B9FF024F1EE3,0,0,0,0,0,0,0,0,0,0,0
0408CB66-68EE-4769-AEE1-1C18241E88C2,0,0,0,0,0,0,0,0,0,0,0
04207223-51e2-452e-bb4c-c21a6eb92714,0,0,0,0,0,0,0,0,0,0,0
044734AF-78F0-49F7-863F-053FFC984FA4,0,0,0,0,0,0,0,0,0,0,0
04474C78-5F17-4DE1-BBA7-CED3C6352395,0,0,0,0,0,0,0,0,0,0,0
0448f226-981d-476e-863e-0ae0e78489bc,0,0,0,0,0,0,0,0,0,0,0
045c36b7-1bd6-40f3-a0e5-ec48af95bb4a,0,0,0,0,0,0,0,0,0,0,0
048EC5BA-154A-4BAE-A604-164FB67336A1,0,0,0,0,0,0,0,0,0,0,0
04933ED4-E1E9-47A9-82F3-D83DC7DE842B,0,0,0,0,0,0,0,0,0,0,0
04A17E7B-9361-48C1-AB5F-F0BF183F3508,0,1,0,0,0,0,0,0,0,0,0
04AE6F1E-CABF-47B1-AFD4-485CBC1F5DD2,0,0,0,0,0,0,0,0,0,0,0
04EE34F8-84D9-4A34-9B4E-396490952EEF,0,0,0,0,0,0,0,0,0,0,0
04FC1EBD-1E1A-4ED4-9A3A-6706F886DF0B,0,0,0,0,0,0,0,0,0,0,0
04FF1312-7D69-4F31-839B-109C8605FCC5,0,0,0,0,0,0,0,0,0,0,0
04b355c0-d7ca-49db-b56b-df3e1038fcc7,0,0,0,0,0,0,0,0,0,0,0
050c6a08-257e-4251-827a-49819e5dcec2,0,0,0,0,0,0,0,0,0,0,0
0514A226-E13B-4BF1-B23E-92763B7A0C50,0,0,0,0,0,0,0,0,0,0,1
05336A9B-B92A-47F7-81D9-FAAC952752AF,0,0,0,0,0,0,0,0,0,0,0
05422B14-4D71-452A-AA3E-01F814515DAD,0,0,0,0,0,0,0,0,0,0,0
05468346-7556-42C3-A3B3-865882FE8F99,0,0,0,0,0,0,0,0,0,0,0
0547FD47-0FBF-4888-A969-AE23DB736E57,0,0,0,0,0,0,0,0,0,0,0
054CFFE8-111F-4B6C-98FD-BDCDD79327CE,0,0,0,0,0,0,0,0,0,0,0
057577FF-FD3B-4797-9218-242BA5304624,0,1,0,0,0,0,0,0,0,0,0
05759832-49fb-4401-9c9e-0fd7ac85200b,0,1,0,0,0,0,0,0,0,0,0
0576F23F-B778-481D-B86D-7B3E5FD120DB,0,0,0,0,0,0,0,0,0,0,0
058b9304-cb12-45a0-b3bc-99a16f4f60f8,0,0,0,0,0,0,0,0,0,0,0
05B1FD11-1B58-4FA1-818B-B32A6A1D1635,0,0,0,0,0,0,0,0,0,0,0
05C1A00B-D6A7-4B96-81B7-1C13C7257AAE,0,0,0,0,0,0,0,0,0,0,1
05F183EC-DF8B-4DA6-8970-925EBCF3C70F,0,0,0,0,0,0,0,0,0,0,0
05cc08ca-017b-4b9d-a629-3f6333c2df4d,0,0,0,0,0,0,0,0,0,0,0
05ceeb65-8e27-4393-beb1-56af3007098e,0,0,0,0,0,0,0,0,0,0,0
06202594-0b60-4f4e-bd2a-ced5f83eba85,0,1,0,0,0,0,0,0,0,0,0
06411B7E-CB8E-4F8F-B41C-4D0FAEFA8120,0,0,0,0,0,0,0,0,0,0,0
066DEDC5-A8C0-4285-BA55-ED86DC1EE74D,0,1,0,0,0,0,0,0,0,0,0
0694AEDE-9C2F-4A47-AFF5-19A9E11A5B93,0,0,0,0,0,0,0,0,0,0,0
06E2ED59-FBFC-4B92-9C36-878C6D40CBAF,0,0,0,0,0,0,0,0,0,0,0
06F5664D-14D3-4A7F-A606-5972510536F5,0,1,0,0,0,0,0,0,0,0,0
06FD9A08-BE80-42F7-AA79-C66F0EFF9E0D,0,0,0,0,0,0,0,0,0,0,1
06be43e4-5421-430f-aa67-027cbd4be645,0,0,0,0,0,0,0,0,0,0,0
06d697c8-3d37-4a1d-a08b-2fed3790ef19,0,0,0,0,0,0,0,0,0,0,0
0737543f-c073-4a3c-a9de-4bacfb3e5d58,0,0,0,0,0,0,0,0,0,0,0
0745591B-AFCD-4A8B-845D-95FB8778A674,0,0,0,0,0,0,0,0,0,0,0
07578D1E-9EDD-483D-AC48-E4AEC7A01612,0,1,0,0,0,0,0,0,0,0,0
076E0CE9-7B33-4914-93DF-6F33B211CDF5,0,0,0,0,0,1,0,1,0,0,0
078cd9da-fc68-4905-85ad-ad981ad7a0c1,0,0,0,0,0,0,0,0,0,0,0
07927EE2-0B34-4F95-93A7-B5C84FC19A2A,0,1,0,0,0,0,0,0,0,0,0
079F4998-9425-44E5-886E-6CE9DA7BD611,0,0,0,0,0,0,0,0,0,0,1
07CA6BAE-18C2-484B-BFB7-FA4A0AC119A3,0,0,0,0,0,0,0,0,0,0,0
07F5AE7B-003C-4705-9914-378D04932B29,0,0,0,0,0,0,0,0,0,0,0
07b1c607-7dd4-4fe3-b36c-35548f899294,0,0,0,0,0,0,0,0,0,0,0
0806BF25-5100-412A-AE03-B7721E11E88D,0,0,0,0,0,0,0,0,0,0,1
080BEDD4-0529-4123-8D32-AA551B6CFFD7,0,1,0,0,0,0,0,0,0,0,0
080D32EA-4344-4745-BF32-F2B57647CA0C,0,0,0,0,0,0,0,0,0,0,0
0815B878-F610-1FB0-13AD-A4E30ABBE0BB,0,0,0,0,0,0,0,0,0,0,0
081C33F0-50A0-417D-B30C-66161419BF8B,0,0,0,0,0,0,0,0,0,0,0
084aa4d4-156f-4c15-a0b7-1cafa604330a,0,0,0,0,0,0,0,0,0,0,0
087DDFEE-9BC7-4DAF-963E-D3247DF86DA8,0,0,0,0,0,0,0,0,0,0,1
089BF41E-9903-42DD-AFEE-78EFE1DC37DB,0,1,0,0,0,0,0,0,0,0,0
08A26490-8669-44D9-B5C7-278863F7BF76,0,1,0,0,0,0,0,0,0,0,0
08D35369-5180-4380-AA70-1A6F2DA9E2FC,0,0,0,0,0,0,0,0,0,0,0
08F33C88-9125-4E3A-B3B2-85973133A790,0,0,0,0,0,0,0,0,0,0,0
08a7b3ad-b2fb-4d48-938b-93a3e74b7786,0,0,0,0,0,0,0,0,0,0,0
0908C51C-FCF8-49CF-90C9-CEB556438412,0,0,0,0,0,0,0,0,0,0,0
0919EA05-C415-4374-A41D-9FBE304A3330,0,0,0,0,0,0,0,0,0,0,0
092527b8-60d8-4a4c-bd65-b30d1d137750,0,0,0,0,0,0,0,0,0,0,0
09276325-BAC8-4463-A6D4-068B2D2E5E58,0,0,0,0,0,0,0,0,0,0,0
09308472-E192-4B22-9267-959C451B27A0,0,1,0,0,0,0,0,0,0,0,0
0933A05A-2289-4F33-853A-05EC3518A7ED,0,0,0,0,0,0,0,0,0,0,0
09467DB6-FA05-4CA3-85FD-2D5298192D0F,0,0,0,0,0,0,0,0,0,0,0
095186CC-4FDC-4952-B4DD-CF2D4E6B5D1F,0,1,0,0,0,0,0,0,0,0,0
0968bc0f-d08a-4b05-b340-1325259f4f81,0,0,0,0,0,0,0,0,0,0,0
096AD15D-4466-4FBF-A566-DE72E79AD4A2,0,0,0,0,0,0,0,0,0,0,0
097FD99E-E85C-4F01-9432-75BEF9E0DDD0,0,0,0,0,0,0,0,0,0,0,1
098DEFCE-ADDB-4FF3-985B-D60910DE9B95,0,0,0,0,0,0,0,0,0,0,0
098E7853-D05A-4F13-8A77-FE41A8DC343C,0,0,0,0,0,0,0,0,0,0,1
09991317-98f8-4f9b-9b5b-c180ead5c570,0,0,0,0,0,0,0,0,0,0,0
09A3C0D4-1712-45FF-8BB7-13D51205D038,0,0,0,0,0,0,0,0,0,0,0
09AE9C3D-4DE9-4466-BE12-935C6C901A97,0,0,0,0,0,0,0,0,0,0,0
09D6DCB6-60EE-4F8D-BA85-DD56C1D2EB5F,0,0,0,0,0,0,0,0,0,0,0
09a891e8-27a2-412d-ad10-19001e855ae6,0,0,0,0,0,0,0,0,0,0,0
09f45173-6ca5-4b11-b4ed-abb836426085,0,0,0,0,0,0,0,0,0,0,0
0A0E816F-7311-4F46-9B6F-AD90C60CE68D,0,1,0,0,0,0,0,0,0,0,0
0A33CF96-766E-4FCC-9A73-5F273AE54F51,0,1,0,0,0,0,0,0,0,0,0
0A357FC6-B83A-4B35-907C-E80846D6B1FA,0,0,0,0,0,0,0,0,0,0,0
0A399461-B501-4C84-A3A0-EA08EC943C26,0,1,0,0,0,0,0,0,0,0,0
0A68C168-DD2F-41F2-B043-2259E143089D,0,0,0,0,0,0,0,0,0,0,0
0A69B3B6-EB81-478F-A4DC-7A95B1783565,0,0,0,0,0,0,0,0,0,0,0
0A8FA368-4AB8-46E6-8431-D7D82ED8340E,0,0,0,0,0,0,0,0,0,0,0
0A9BC6E5-F9CA-E341-8D3B-A289CCB15497,0,0,0,0,0,0,0,0,0,0,0
0AA741A4-36EC-E341-92D4-1ECC2E688780,0,1,0,0,0,0,0,0,0,0,0
0AACCEE0-8C79-473A-B829-DC462E3E6BC7,0,1,0,0,0,0,0,0,0,0,0
0AD7355B-FA06-49E8-B602-E876C078E975,0,0,0,0,0,0,0,0,0,0,0
0B14EB0B-5589-48B1-BE1D-928976905284,0,0,0,0,0,0,0,0,0,0,0
0B2B3E71-2519-092E-3DD6-B8E237844F36,0,0,0,0,0,0,0,0,0,0,0
0B81C817-BE6A-4951-A59F-BC912150912B,0,1,0,0,0,0,0,0,0,0,0
0BAE8126-A855-435A-8A87-A4E32384F7A7,0,0,0,0,0,0,0,0,0,0,0
0BAF155E-4DE4-46EC-9E7C-7A0176D38B3F,0,0,0,0,0,0,0,0,0,0,1
0BB6D65D-8DEF-4B5E-A00F-BA0B91517885,0,0,0,0,0,0,0,0,0,0,0
0BB7CD9F-918B-4682-B5FC-E73B78980312,0,0,0,0,0,0,0,0,0,0,0
0BD1C6DD-1047-4E89-AB8B-9F709959CB1E,0,0,0,0,0,0,0,0,0,0,0
0C018981-F3A3-494E-9828-7F7D0BD9528A,0,0,0,0,0,0,0,0,0,0,0
0C01DB43-9D51-473D-B7CF-F2373538E519,0,0,0,0,0,0,0,0,0,0,0
0C1C3AEA-DB12-490F-AF9A-D837EA0A7B31,0,0,0,0,0,0,0,0,0,0,0
0C29A6F4-1BE9-4FF3-AD37-AC70EA8476E2,0,0,0,0,0,0,0,0,0,0,0
0C36600D-C51F-493E-BAC1-6438CF2BFAF8,0,0,0,0,0,0,0,0,0,0,1
0C410622-3C89-48E1-B490-50938AB2480D,0,0,0,0,0,0,0,0,0,0,0
0C440C6C-5773-4B19-8AA1-C5C05FBD1760,0,1,0,0,0,0,0,0,0,0,0
0C59A1A4-1738-465A-A90D-D5B881255169,0,0,0,0,0,0,0,0,0,0,0
0C670F3E-2660-4B5B-A09E-639B75117435,0,0,0,0,0,0,0,0,0,0,0
0C977E09-E81A-4CA1-B34C-30422191A4E8,0,0,0,0,0,0,0,0,0,0,1
0C9B4014-5658-4B96-84A7-C49B672961E1,0,0,0,0,0,0,0,0,0,0,0
0C9B7F37-0604-491D-A036-E7ABB5DC552F,0,0,0,0,0,0,0,0,0,0,0
0CC07753-6726-4479-8F67-641DABCFC72A,0,1,0,0,0,0,0,0,0,0,0
0CC5A740-5C1A-4C42-9617-A9ABEBE1C773,0,1,0,0,0,0,0,0,0,0,0
0CDA8A18-9EF9-4D47-839B-8DD56A7BA06D,0,1,0,0,0,0,0,0,0,0,0
0CDF346A-8BF3-4649-9636-FDB69BA3C088,0,0,0,0,0,0,0,0,0,0,0
0D26B069-7088-4FF3-B33A-C9A0272E3C84,0,0,0,0,0,0,0,0,0,0,1
0D415349-37F0-4304-932B-F6DE7307478B,0,1,0,0,0,0,0,0,0,0,0
0D4BCABB-4BB4-4EBB-B3F9-BC2F3A539147,0,0,0,0,0,0,0,0,0,0,0
0D5FAB17-0E23-4EF1-AC7E-9A283F48AF83,0,0,0,0,0,0,0,0,0,0,0
0D6A92CA-B13E-4E3A-9E5B-37C3A2A39CB2,0,0,0,0,0,0,0,0,0,0,0
0D7B0F77-6E91-4A2B-A1C5-6C8FB2CCF030,0,0,0,0,0,0,0,0,0,0,0
0D8E6C29-4572-4970-B2F6-C4BA3162B6D6,0,0,0,0,0,0,0,0,0,0,1
0D985143-0F3B-4ABD-AC46-76DC4FF94220,0,1,0,0,0,0,0,0,0,0,0
0DA5CF26-7FFF-4ADB-8DEB-C4C97D304C31,0,0,0,0,0,0,0,0,0,0,1
0DB513EA-0C0A-4880-A541-41FA0C37767E,0,0,0,0,0,0,0,0,0,0,0
0DCD49E1-A63F-4F95-8863-057F8CD89A95,0,0,0,0,0,0,0,0,0,0,0
0DCF3B5C-70E1-4703-ADF1-37BB8E5C3775,0,0,0,0,0,0,0,0,0,0,1
0DD0B708-2827-4C7D-9BDB-A43D704CBF6B,0,0,0,0,0,0,0,0,0,0,0
0DD7C8D2-E6D7-4E3B-AFA8-94AD1A55B230,0,0,0,0,0,0,0,0,0,0,1
0E06EDC0-86C9-4D04-AC32-3D63C7527A67,0,0,0,0,0,0,0,0,0,0,0
0E0E7080-7FE7-4A37-AAEA-D29155FBF9F8,0,0,0,0,0,0,0,0,0,0,0
0E91EA32-7DD7-E341-8DF3-868789190972,0,0,0,0,0,0,0,0,0,0,0
0E93B1A7-EB97-4654-AB96-229AACD4EAEB,0,0,0,0,0,0,0,0,0,0,0
0EA98526-ACC2-442E-AF34-F68E8BFEBC67,0,0,0,0,0,0,0,0,0,0,1
0EAE0DF9-CF94-4CD6-BCDE-4C5173092961,0,0,0,0,0,0,0,0,0,0,0
0EB1029E-C0A8-45B8-9084-17FBD60A19E4,0,0,0,0,0,0,0,0,0,0,0
0EC29AD4-4B43-4E35-9F66-1E2766D0D167,0,0,0,0,0,0,0,0,0,0,0
0ED4C80C-5420-48A0-8549-F499172526CD,0,0,0,0,0,0,0,0,0,0,0
0EE00A4F-9766-4B32-B65A-F0C21F5AC8D2,0,0,0,0,0,0,0,0,0,0,1
0EFE2D0C-9996-423E-925A-29D227CC1D58,0,0,0,0,0,0,0,0,0,0,0
0F01252E-7F3A-4E83-83A2-AC6A4DA328BD,0,0,0,0,0,1,0,0,0,0,0
0F0B19CF-9140-4DFE-8E9E-762227C362F5,0,1,0,0,0,0,0,0,0,0,0
0F0FB928-5BC0-4CE4-8310-73EEBFCA9377,0,0,0,0,0,0,0,0,0,0,0
0F192132-3DA0-447B-BBB8-CDBBE5564F63,0,0,0,0,0,0,0,0,0,0,0
0F1CB258-2CB5-47BD-8AE6-9F2B89875A0F,0,1,0,0,0,0,0,0,0,0,0
0F35CC5C-EE8B-493B-84FC-6EAE413720DF,0,0,0,0,0,0,0,0,0,0,1
0F44CE3D-F6DF-4DDF-876F-ED77958BBFE5,0,0,0,0,0,0,0,0,0,0,0
0F495CCC-C6E2-4800-B6BF-2BF10B7EDB35,0,0,0,0,0,0,0,0,0,0,0
0F55F846-44E8-E341-8D3F-30C6B5FE4525,0,0,0,0,0,0,0,0,0,0,0
0F6144CA-3B12-40EC-A1BD-66AC8016A324,0,0,0,0,0,0,0,0,0,0,1
0F8DFF7F-C772-44C3-8C4A-604FEEC6E9C3,0,0,0,0,0,0,0,0,0,0,0
0FA251DA-FD0B-41D8-AE68-6A8A95064C8E,0,0,0,0,0,0,0,0,0,0,0
0FE6AA8B-D2F7-4B3C-8F56-D631FD12172F,0,0,0,0,0,0,0,0,0,0,0
0FE92A7C-258C-4EAE-9139-8B591817A068,0,0,0,0,0,0,0,0,0,0,0
0FE93174-163C-46F7-8281-3402419A6BD1,0,0,0,0,0,0,0,0,0,0,0
0FF84556-376B-482D-9AFC-F12C0B1F8E9C,0,0,0,0,0,0,0,0,0,0,0
0a7e6b7b-4d08-4ef0-adc9-23600dd11a32,0,0,0,0,0,0,0,0,0,0,0
0ac7a266-fe9d-41f2-9cc8-a410537d9f9f,0,1,0,0,0,0,0,0,0,0,0
0aca6323-bba8-4d06-8ffb-c34a79be8d16,0,0,0,0,0,0,0,0,0,0,0
0ad0fd6f-496a-4226-808c-204ba8523528,0,1,0,0,0,0,0,0,0,0,0
0af57382-e097-4deb-9078-3b545c1f5883,0,0,0,0,0,0,0,0,0,0,0
0b0c8a9c-e3c5-47f3-90b5-c8c05b0ee6a6,0,0,0,0,0,0,0,0,0,0,0
0b20517c-5c93-4918-a202-444c28d2f25e,0,0,0,0,0,0,0,0,0,0,1
0b426204-940b-4d36-bf97-a7f8289ed669,0,0,0,0,0,0,0,0,0,0,0
0be610fe-0b72-4acd-a70c-02aabba096fa,0,1,0,0,0,0,0,0,0,0,0
0c018b21-56c2-4d45-a5b6-18a8c177eb58,0,0,0,0,0,0,0,0,0,0,0
0c080786-19d3-41cd-bd44-1b2539fede77,0,0,0,0,0,0,0,0,0,0,0
0c2c84fd-1c68-493a-827a-bb05bd149a44,0,0,0,0,0,0,0,0,0,0,0
0c2daca2-98c3-45fe-9dcc-bc0d46bc117e,0,0,0,0,0,0,0,0,0,0,0
0c583adc-7298-418f-9abd-80e5561f4f9e,0,0,0,0,0,0,0,0,0,0,0
0c6ef8cd-5775-4786-ada4-fa6844752d6b,0,0,0,0,0,0,0,0,0,0,0
0c71c56a-c91e-4bac-986b-167593f8e383,0,0,0,0,0,0,0,0,0,0,1
0d870f27-c7ad-4baa-88b2-7af577881415,0,0,0,0,0,0,0,0,0,0,0
0db8e025-c40e-490e-8a04-19001ee590c6,0,0,0,0,0,0,0,0,0,0,0
0dfcf5cf-3eed-4e56-b741-6e060dbe123e,0,0,0,0,0,0,0,0,0,0,0
0f0465aa-a75b-4f95-8e3b-43c13452cafb,0,0,0,0,0,0,0,0,0,0,0
0f314ba8-cf7a-4a22-b334-5e975278657e,0,0,0,0,0,0,0,0,0,0,0
0f6c97de-f072-4159-88ed-0df2c60100ec,0,0,0,0,0,0,0,0,0,0,0
0f70ab1e-fd95-4a82-8aa7-b92c25194921,0,0,0,0,0,0,0,0,0,0,0
0fb52763-736e-44ea-983d-ab48b994d76a,0,0,0,0,0,0,0,0,0,0,0
10043AD1-0EA5-4EF8-9C48-6E19E7E9D077,0,0,0,0,0,0,0,0,0,0,0
1011D739-691D-41BB-96F3-5C2BE542CFB3,0,0,0,0,0,0,0,0,0,0,0
10284a3a-e487-451d-acb1-7fcaab1b6897,0,0,0,0,0,0,0,0,0,0,0
1032b5d2-7761-44aa-85a8-d2455ccb8583,0,0,0,0,0,0,0,0,0,0,0
103A1B17-DC9B-50AF-2191-439072C49C0B,0,0,0,0,0,0,0,0,0,0,0
104D9DD6-DB96-4E4A-A797-BE71F57D15CF,0,0,0,0,0,0,0,0,0,0,0
1062e08f-c72a-4f72-9152-511a4a4c0b77,0,0,0,0,0,0,0,0,0,0,0
107CC46B-1293-4634-975A-895659DC0662,0,1,0,0,0,0,0,0,0,0,0
10C07230-0E6B-41A9-B4CE-E1C469065177,0,0,0,0,0,0,0,0,0,0,0
10C40C4C-1605-4E94-A030-F9EA39F75AD9,0,0,0,0,0,0,0,0,0,0,0
113a98f0-0b8d-48e4-b2d8-321f063ab930,0,0,0,0,0,0,0,0,0,0,0
1143007D-9ADB-42B4-9EB2-CE151EBA34C9,0,0,0,0,0,0,0,0,0,0,0
114C259C-C51F-47A0-8C08-6364BA3783CB,0,0,0,0,0,0,0,0,0,0,0
114DAE16-0AD9-42BE-8344-6373E2C9F3D5,0,0,0,0,0,0,0,0,0,0,0
1162E229-B24B-4F85-B99E-F6C1054135D3,0,1,0,0,0,0,0,0,0,0,0
116C1727-F3F7-4015-A3D1-913DF7B4431F,0,0,0,0,0,0,0,0,0,0,0
11715fed-b7ba-409b-891d-19eecfd98785,0,0,0,0,0,0,0,0,0,0,0
119d6ece-3014-4c47-bf20-7b5a7eb4072d,0,0,0,0,0,0,0,0,0,0,0
11B322D9-D945-4BBC-BAD8-81484E03EED3,0,0,0,0,0,0,0,0,0,0,0
11C3CF56-E395-4237-B75D-12E53C0CAAAD,0,0,0,0,0,0,0,0,0,0,0
11DB0E3F-FA8C-497B-8624-FBD43FA270C5,0,0,0,0,0,0,0,0,0,0,0
11E607A5-9ED7-47BF-8258-06E642C32306,0,1,0,0,0,0,0,0,0,0,0
11E8C62D-DFDB-498E-88F6-C3A3C3155DDC,0,0,0,0,0,0,0,0,0,0,0
11ae3259-df18-4f03-9068-d1f5c7554466,0,0,0,0,0,0,0,0,0,0,0
11e9580b-8a67-437e-a436-76e1bfc99f8a,0,0,0,0,0,0,0,0,0,0,0
120D5F51-8FB3-44D3-8A08-D495F97FD14B,0,0,0,0,0,0,0,0,0,0,0
120FDC0C-EB6B-4868-9616-9A4E002A93DA,0,0,0,0,0,0,0,0,0,0,0
121B9339-184C-47D7-BF8F-87E40E6CCC93,0,0,0,0,0,0,0,0,0,0,0
121C0B55-2240-413E-BC6B-7E99600A21DE,0,0,0,0,0,0,0,0,0,0,0
1234a215-354b-490f-a212-bb1d9009bada,0,0,0,0,0,0,0,0,0,0,0
1252b8f2-e6d6-406e-a0ff-7d589139cb8f,0,0,0,0,0,0,0,0,0,0,0
1253EBC4-7824-4E73-A3D5-D1AAF9170171,0,0,0,0,0,0,0,0,0,0,1
